Address,City,State,Zip,Gutter Clearing,Roof Type/ Material,Home Square Footage,Home Value,Average Home Value in Zip code,Number of Stories,Roof Details >> Roof: >> Steepness,Jobsite Ladders >> Roof >> Number of Ladder Movements,Jobsite Ladders >> Roof >> ladder Size,Jobsite Ladders >> Gutter >> Number of Ladder Movements,Jobsite Ladders >> Gutter >> ladder Size,Jobsite Ladders >> Window >> Number of Ladder Movements,Jobsite Ladders >> Window >> ladder Size
12013 9th Avenue Northwest,Seattle,Washington,98177,250,Composition,2094,1030000,1046594,2,5 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
3026 Northeast Oregon Street,Portland,Oregon,97232,250,Composition,2376,737000,693411,N/A,10 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
211 South 197th Street,Des Moines,Washington,98148,250,Composition,1780,628900,651100,N/A,6 / 12,1 - 3,28ft,1 - 3,28ft,4 - 8,28ft
12620 6th Avenue Northwest,Seattle,Washington,98177,250,N/A,2090,1076200,1143225,N/A,,,,,,,
8733 18th Avenue Northwest,Seattle,Washington,98117,250,Composition,1830,949000,815800,N/A,9 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,32ft
18209 157th Avenue Southeast,Renton,Washington,98058,250,Composition,1950,710000,805689,1,,,,,,,
1590 Bonniebrae Drive,Lake Oswego,Oregon,97034,250,Composition,3163,1093000,767188,N/A,5 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
1590 Bonniebrae Drive,Lake Oswego,Oregon,97034,250,Composition,3163,1093000,767188,N/A,5 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
2695 Southwest Montgomery Drive,Portland,Oregon,97201,250,Composition,3208,777800,830100,N/A,12 / 12,1 - 3,32ft,4 - 8,20ft,4 - 8,28ft
9706 20th Avenue Northeast,Seattle,Washington,98115,250,N/A,1520,837800,831963,N/A,6 / 12,1 - 3,20ft,4 - 8,20ft,9 - 20,20ft
4538 51st Avenue Southwest,Seattle,Washington,98116,250,N/A,2690,1565700,959563,N/A,7 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,20ft
1961 Southeast 162nd Avenue,Portland,Oregon,97233,250,Composition,1440,375000,413706,3,10 / 12,1 - 3,20ft,4 - 8,20ft,9 - 20,20ft
13862 71st Place Northeast,Kirkland,Washington,98034,250,N/A,1530,1076600,1277675,N/A,6 / 12,1 - 3,20ft,4 - 8,20ft,9 - 20,20ft
19103 2nd Avenue Southeast,Bothell,Washington,98012,250,N/A,2040,986200,732575,N/A,6 / 12,1 - 3,20ft,4 - 8,20ft,9 - 20,6ft
3009 West Emerson Street,Seattle,Washington,98199,250,N/A,1130,917900,1616913,N/A,6 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
6351 23rd Avenue Southwest,Seattle,Washington,98106,250,N/A,1600,805500,641800,N/A,8 / 12,4 - 8,20ft,4 - 8,20ft,9 - 20,20ft
4934 127th Place Southeast,Bellevue,Washington,98006,250,Composition,3370,1643300,1527563,N/A,,,,,,,
15006 Southeast 145th Place,Renton,Washington,98059,250,Composition,1850,882800,904150,N/A,9 / 12,4 - 8,20ft,4 - 8,20ft,9 - 20,20ft
10151 North Lombard Street,Portland,Oregon,97203,250,Composition,840,424400,1488,N/A,7 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,6ft
5742 28th Avenue Northeast,Seattle,Washington,98105,250,Composition,2140,1111300,1259875,N/A,,,,,,,
1817 214th Street Southwest,Lynnwood,Washington,98036,250,Composition,1288,781200,797575,N/A,6 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,20ft
12132 Southeast Wildwood Drive,Damascus,Oregon,97089,250,Composition,2170,656800,622438,N/A,6 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
3315 17th Avenue South,Seattle,Washington,98144,250,Composition,2400,1250000,937988,1,11 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
6746 24th Avenue Northwest,Seattle,Washington,98117,250,Other,3564,1455300,3475,N/A,5 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
13240 Northeast 139th Place,Kirkland,Washington,98034,250,Composition,1190,728100,787563,N/A,8 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
1713 76th Drive Southeast,Lake Stevens,Washington,98258,250,Composition,2279,766700,758750,N/A,6 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
4832 150th Place Southwest,Edmonds,Washington,98026,250,Composition,1590,739300,778329,N/A,6 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,20ft
12526 26th Avenue Southeast,Everett,Washington,98208,250,Composition,2010,875000,1069500,2,7 / 12,1 - 3,28ft,1 - 3,28ft,4 - 8,20ft
15393 Northwest Andalusian Way,Portland,Oregon,97229,250,Shake / Shingle,1370,565900,668825,N/A,6 / 12,1 - 3,28ft,1 - 3,28ft,4 - 8,28ft
475 Northwest 11th Place,Canby,Oregon,97013,250,N/A,2347,746100,768244,N/A,5 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
1105 Northeast 180th Street,Shoreline,Washington,98155,250,Composition,1212,775000,730200,1,7 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
3240 41st Avenue Southwest,Seattle,Washington,98116,250,N/A,2410,1204900,1051038,N/A,10 / 12,4 - 8,32ft,4 - 8,32ft,9 - 20,28ft
345 Northeast 89th Street,Seattle,Washington,98115,250,N/A,1730,1048600,1459313,N/A,6 / 12,1 - 3,20ft,4 - 8,20ft,9 - 20,20ft
7811 134th Avenue Northeast,Redmond,Washington,98052,250,Composition,2660,1845000,1873400,N/A,6 / 12,1 - 3,28ft,1 - 3,28ft,4 - 8,20ft
2333 South East 8th Place,Renton,Washington,98055,250,N/A,1820,643500,646988,N/A,7 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
3844 38th Avenue South,Seattle,Washington,98118,250,Composition,1190,765000,959450,1,6 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
2217 North 180th Street,Shoreline,Washington,98133,250,Other,2240,926500,864944,N/A,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
3951 153rd Avenue Southeast,Bellevue,Washington,98006,250,Composition,2960,1881300,1610163,N/A,,,,,,,
2603 189th Street Southeast,Bothell,Washington,98012,250,Composition,2672,1325500,1023438,N/A,,,,,,,
5125 Northeast 42nd Street,Seattle,Washington,98105,250,Composition,2980,2400000,3067238,Multi/Split,8 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,32ft
1919 East Eaton Place,Seattle,Washington,98112,250,"Composition,Flat",2510,945000,1410063,1,12 / 12,4 - 8,32ft,4 - 8,32ft,9 - 20,32ft
8712 229th Place Southwest,Edmonds,Washington,98026,250,Composition,2008,951000,923325,N/A,5 / 12,1 - 3,20ft,1 - 3,20ft,9 - 20,28ft
7707 31st Avenue Southwest,Seattle,Washington,98126,250,Composition,1240,840000,702594,1,7 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
11923 25th Avenue Southeast,Everett,Washington,98208,250,Composition,1132,667800,914600,N/A,5 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
7819 240th Street Southwest,Edmonds,Washington,98026,250,Composition,1200,733100,673788,N/A,6 / 12,1 - 3,20ft,4 - 8,20ft,9 - 20,20ft
13616 161st Place Southeast,Renton,Washington,98059,250,Composition,3176,1280700,1258014,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
10601 235th Place Southwest,Edmonds,Washington,98020,250,Composition,2184,1265000,1200613,1,,,,,,,
217 Northwest 175th Street,Shoreline,Washington,98177,250,Composition,2800,997000,811850,N/A,8 / 12,1 - 3,20ft,4 - 8,20ft,9 - 20,20ft
1275 Southwest Orchard Street,Seattle,Washington,98106,250,Composition,2130,833700,690483,N/A,5 / 12,4 - 8,20ft,4 - 8,20ft,9 - 20,20ft
3222 36th Avenue West,Seattle,Washington,98199,250,Composition,2380,1597000,1288550,2,8 / 12,1 - 3,40ft,4 - 8,40ft,9 - 20,32ft
11335 Northeast 50th Place,Kirkland,Washington,98033,250,N/A,2040,1705500,2188214,N/A,5 / 12,1 - 3,28ft,1 - 3,28ft,4 - 8,20ft
150 North 175th Street,Shoreline,Washington,98133,250,Composition,1610,827200,904163,N/A,10 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
1920 North 122nd Street,Seattle,Washington,98133,250,N/A,1480,945500,1196763,N/A,4 / 12 or less,1 - 3,20ft,1 - 3,20ft,4 - 8,6ft
2714 72nd Avenue Southeast,Mercer Island,Washington,98040,250,N/A,1550,1413400,2395313,N/A,7 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,6ft
15356 127th Avenue Northeast,Woodinville,Washington,98072,250,N/A,3520,1847000,1854200,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
6014 21st Avenue Southwest,Seattle,Washington,98106,250,Composition,1690,791300,695425,N/A,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
211 North 51st Street,Seattle,Washington,98103,250,N/A,1400,1014800,1118950,N/A,7 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
1214 Northwest 52nd Street,Vancouver,Washington,98663,250,Composition,3140,617000,526925,2,4 / 12 or less,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
16330 Southeast 261st Court,Covington,Washington,98042,250,N/A,1239,583600,635438,N/A,6 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
9719 23rd Avenue Northeast,Seattle,Washington,98115,250,Other,910,770200,930538,N/A,6 / 12,1 - 3,20ft,1 - 3,20ft,9 - 20,20ft
7710 218th Street Southwest,Edmonds,Washington,98026,250,Composition,2132,786000,714225,1,5 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
10701 161st Avenue Northeast,Redmond,Washington,98052,250,N/A,2180,1335800,1185600,N/A,5 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
5223 Ivanhoe Place Northeast,Seattle,Washington,98105,250,Composition,1680,1291200,1349343,N/A,6 / 12,1 - 3,20ft,4 - 8,20ft,9 - 20,20ft
3330 Northeast 75th Avenue,Portland,Oregon,97213,250,Composition,1543,534700,472463,N/A,8 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,28ft
7003 151st Avenue Northeast,Redmond,Washington,98052,250,Composition,1640,1314100,1209776,N/A,6 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,20ft
3330 Northeast 75th Avenue,Portland,Oregon,97213,250,Composition,1543,534700,472463,N/A,8 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,28ft
3911 48th Avenue Northeast,Seattle,Washington,98105,250,Composition,4096,4000000,2472038,2,6 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
7310 16th Avenue Southwest,Seattle,Washington,98106,250,N/A,2520,846900,737213,N/A,6 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
10821 Valmay Avenue Northwest,Seattle,Washington,98177,250,N/A,3290,2053500,2047500,N/A,7 / 12,1 - 3,20ft,1 - 3,20ft,20+,20ft
3330 Northeast 75th Avenue,Portland,Oregon,97213,250,Composition,1543,534700,472463,N/A,8 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,28ft
6837 North Swift Street,Portland,Oregon,97203,250,Composition,2002,545200,518325,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
122 Northwest 94th Street,Vancouver,Washington,98665,250,Composition,1381,450800,417674,N/A,5 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,6ft
1330 102nd Avenue Northeast,Bellevue,Washington,98004,250,N/A,1780,1842500,2754656,N/A,5 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,6ft
5746 Southwest Gaines Court,Portland,Oregon,97221,250,Composition,2257,686100,770200,1,6 / 12,1 - 3,20ft,4 - 8,20ft,9 - 20,6ft
815 Northeast 96th Street,Seattle,Washington,98115,250,Composition,1620,935000,1044063,N/A,7 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,20ft
7535 44th Avenue South,Seattle,Washington,98118,250,Composition,1660,802500,646486,N/A,6 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
326 Zillah Place Southeast,Renton,Washington,98059,250,N/A,2950,995400,901213,N/A,6 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,32ft
1887 East Shelby Street,Seattle,Washington,98112,250,N/A,1780,1171000,1302838,N/A,6 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
2203 North 65th Street,Seattle,Washington,98103,250,Composition,1820,1040700,1219713,N/A,10 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
5406 1st Avenue Northwest,Seattle,Washington,98107,250,Composition,2352,1370200,1255588,N/A,6 / 12,1 - 3,20ft,1 - 3,20ft,9 - 20,20ft
143 South Hartford Avenue,Bremerton,Washington,98312,250,Composition,1920,424800,380189,N/A,10 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
5016 North Bristol Street,Tacoma,Washington,98407,250,Composition,1257,530400,541713,N/A,4 / 12 or less,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
2409 North 82nd Street,Seattle,Washington,98103,250,Composition,1990,1004700,974167,N/A,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
12406 5th Place Northeast,Lake Stevens,Washington,98258,250,Composition,2384,781600,794763,N/A,7 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
3110 175th Street Southwest,Lynnwood,Washington,98037,250,Other,1200,718000,664725,N/A,7 / 12,1 - 3,28ft,1 - 3,28ft,4 - 8,28ft
3451 North Terry Street,Portland,Oregon,97217,250,N/A,2406,743200,378244,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
3515 East Alder Street,Seattle,Washington,98122,250,Composition,1690,1000000,1339350,N/A,Steeper Than 12 / 12,4 - 8,28ft,4 - 8,28ft,9 - 20,28ft
4754 46th Avenue Northeast,Seattle,Washington,98105,250,Composition,1870,1297000,1493363,1,5 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
1809 Southeast 41st Avenue,Portland,Oregon,97214,250,Shake / Shingle,1411,580100,665025,N/A,6 / 12,1 - 3,20ft,4 - 8,20ft,4 - 8,20ft
6538 6th Avenue Northwest,Seattle,Washington,98117,250,N/A,990,879000,880413,N/A,6 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,20ft
6110 Northeast 41st Avenue,Portland,Oregon,97211,250,Composition,1142,570100,631093,N/A,,1 - 3,20ft,1 - 3,20ft,4 - 8,6ft
3611 175th Court Northeast,Redmond,Washington,98052,250,N/A,1790,1340700,1418143,N/A,6 / 12,1 - 3,20ft,1 - 3,20ft,9 - 20,20ft
9616 North Portsmouth Avenue,Portland,Oregon,97203,250,Composition,750,407600,438288,1,5 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,6ft
4544 91st Avenue Southeast,Mercer Island,Washington,98040,250,Composition,2240,1986500,2297588,N/A,5 / 12,1 - 3,20ft,1 - 3,20ft,1 - 3,6ft
14347 132nd Avenue Northeast,Kirkland,Washington,98034,250,Composition,2301,1400000,1722371,2,6 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
220 Northwest Birch Place,Issaquah,Washington,98027,250,N/A,1050,895300,926750,N/A,5 / 12,1 - 3,28ft,1 - 3,28ft,4 - 8,20ft
1512 Northeast 147th Street,Shoreline,Washington,98155,250,Composition,1300,547000,521563,N/A,5 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
6802 34th Avenue Northwest,Seattle,Washington,98117,250,N/A,2550,2270400,1862350,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
3844 South Lucile,Seattle,Washington,98118,250,Asphalt,1640,841000,679848,N/A,7 / 12,1 - 3,20ft,1 - 3,20ft,9 - 20,20ft
2423 East Miller Street,Seattle,Washington,98112,250,Composition,2000,900000,1505675,N/A,8 / 12,1 - 3,20ft,4 - 8,20ft,9 - 20,20ft
8251 41st Avenue Northeast,Seattle,Washington,98115,250,Composition,1618,1220000,1081888,1,5 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
6855 Northeast Siskiyou Street,Portland,Oregon,97213,250,Composition,1618,482900,597163,2,,1 - 3,20ft,1 - 3,20ft,4 - 8,6ft
23940 Southeast 45th Place,Issaquah,Washington,98029,250,Composition,1915,991800,1043775,Multi/Split,8 / 12,4 - 8,32ft,4 - 8,32ft,4 - 8,
4536 Northeast 10th Avenue,Portland,Oregon,97211,250,Composition,2098,627800,632017,N/A,7 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
1237 169th Avenue Northeast,Bellevue,Washington,98008,250,Composition,1600,1186100,1204488,N/A,6 / 12,1 - 3,20ft,1 - 3,20ft,9 - 20,20ft
6855 Northeast Siskiyou Street,Portland,Oregon,97213,250,Composition,1618,482900,597163,2,,1 - 3,20ft,1 - 3,20ft,4 - 8,6ft
4330 Evanston Avenue North,Seattle,Washington,98103,250,Composition,1890,1100800,1058600,N/A,,,,,,,
2533 Ferndale Avenue Northeast,Renton,Washington,98056,250,N/A,2190,752700,751750,N/A,6 / 12,1 - 3,28ft,1 - 3,28ft,4 - 8,28ft
16121 Northeast 99th Street,Redmond,Washington,98052,250,Composition,2140,1427100,1350863,N/A,8 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
9706 20th Avenue Northeast,Seattle,Washington,98115,250,N/A,1520,837800,831963,N/A,6 / 12,1 - 3,20ft,4 - 8,20ft,9 - 20,20ft
907 Northeast Ravenna Boulevard,Seattle,Washington,98115,250,Composition,1960,1066200,904300,N/A,6 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
8725 North Fiske Avenue,Portland,Oregon,97203,250,Composition,914,442500,462075,N/A,4 / 12 or less,1 - 3,20ft,1 - 3,20ft,9 - 20,20ft
317 North 127th Street,Seattle,Washington,98133,250,Composition,2120,985100,488048,N/A,7 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
4119 B Southwest Morgan Street,Seattle,Washington,98136,250,Composition,1520,800000,663986,Multi/Split,8 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,28ft
4119 A Southwest Morgan Street,Seattle,Washington,98136,250,N/A,1520,710200,674843,N/A,,,,,,,
12106 Northwest 11th Avenue,Vancouver,Washington,98685,250,Composition,1705,522500,660263,N/A,5 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,6ft
779 North 204th Street,Shoreline,Washington,98133,250,Asphalt,2070,888500,865950,N/A,5 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
4130 25th Avenue Southwest,Seattle,Washington,98106,250,Composition,760,525000,678757,Multi/Split,8 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,32ft
823 Northeast Webster Street,Portland,Oregon,97211,250,Composition,1566,520000,581328,3,,,,,,,
823 Northeast Webster Street,Portland,Oregon,97211,250,Composition,1566,520000,581328,3,,,,,,,
8536 2nd Avenue Northeast,Seattle,Washington,98115,250,Composition,2595,1280500,1264125,N/A,6 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
6524 36th Avenue Northwest,Seattle,Washington,98117,250,N/A,1480,1374000,1786950,N/A,,,,,,,
14338 Wayne Place North,Seattle,Washington,98133,250,Composition,2170,969500,700838,N/A,6 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,20ft
24802 Southeast 20th Court,Sammamish,Washington,98075,250,Composition,4070,1857600,1523325,N/A,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,20ft
4802 South Garden Street,Seattle,Washington,98118,250,Composition,1760,747500,661913,1,6 / 12,1 - 3,20ft,1 - 3,20ft,9 - 20,20ft
121 28th Avenue South,Seattle,Washington,98144,250,Composition,1770,835000,1091738,3,8 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,32ft
9706 20th Avenue Northeast,Seattle,Washington,98115,250,N/A,1520,837800,831963,N/A,6 / 12,1 - 3,20ft,4 - 8,20ft,9 - 20,20ft
9706 20th Avenue Northeast,Seattle,Washington,98115,250,N/A,1520,837800,831963,N/A,6 / 12,1 - 3,20ft,4 - 8,20ft,9 - 20,20ft
429 Madison Street,Everett,Washington,98203,250,Composition,1038,516400,718817,N/A,4 / 12 or less,1 - 3,20ft,1 - 3,20ft,1 - 3,6ft
211 105th Street Southeast,Everett,Washington,98208,250,Composition,1433,627100,572100,N/A,6 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
15218 26th Avenue Southwest,Burien,Washington,98166,250,Composition,840,734600,795088,N/A,6 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
9244 Southwest Cree Circle,Tualatin,Oregon,97062,250,Shake / Shingle,1642,499600,498175,N/A,6 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,20ft
9451 10th Avenue Southwest,Seattle,Washington,98106,250,N/A,1350,596800,693457,N/A,5 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
13646 Southeast 37th Street,Bellevue,Washington,98006,250,Composition,1510,1174200,1841850,N/A,6 / 12,1 - 3,28ft,1 - 3,28ft,4 - 8,28ft
5218 South Brighton Street,Seattle,Washington,98118,250,N/A,1300,729800,869563,N/A,,,,,,,
1065 South Elm Court,Canby,Oregon,97013,250,,,,Composition,1272,6 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,6ft
11333 35th Avenue Northeast,Seattle,Washington,98125,250,Composition,1600,683500,834538,1,6 / 12,1 - 3,28ft,1 - 3,28ft,4 - 8,20ft
4757 13th Avenue Northeast,Keizer,Oregon,97303,250,Composition,1075,314580,382829,N/A,5 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
8231 4th Avenue Northeast,Seattle,Washington,98115,250,N/A,1720,1071000,1340538,N/A,8 / 12,1 - 3,28ft,1 - 3,28ft,4 - 8,20ft
1823 North 170th Street,Shoreline,Washington,98133,250,Composition,1920,1000000,975525,Multi/Split,5 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
1823 North 170th Street,Shoreline,Washington,98133,250,Composition,1920,1000000,975525,Multi/Split,5 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
1309 Southwest Cloverdale Street,Seattle,Washington,98106,250,Composition,1580,881000,902613,1,8 / 12,1 - 3,20ft,4 - 8,20ft,9 - 20,20ft
1511 Northeast 97th Street,Seattle,Washington,98115,250,Composition,1560,910300,907313,N/A,5 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
1511 Northeast 97th Street,Seattle,Washington,98115,250,Composition,1560,910300,907313,N/A,5 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
1511 Northeast 97th Street,Seattle,Washington,98115,250,Composition,1560,910300,907313,N/A,5 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
9216 North Portsmouth Avenue,Portland,Oregon,97203,250,Composition,700,439800,493800,N/A,6 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
1626 North Terry Street,Portland,Oregon,97217,250,Shake / Shingle,1784,536100,482187,N/A,6 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
2610 West Lynn Street,Seattle,Washington,98199,250,N/A,1420,1228600,1626938,N/A,5 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
4413 47th Avenue Southwest,Seattle,Washington,98116,250,Composition,1700,898900,830950,N/A,5 / 12,1 - 3,20ft,1 - 3,20ft,9 - 20,20ft
386 Weaver Road Northwest,Bainbridge Island,Washington,98110,250,Composition,1112,832300,1021938,N/A,6 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
16739 Burke Avenue North,Shoreline,Washington,98133,250,N/A,1610,882700,1045013,N/A,6 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
9330 North Allegheny Avenue,Portland,Oregon,97203,250,Composition,1662,474100,499721,2,7 / 12,1 - 3,28ft,1 - 3,28ft,4 - 8,28ft
6803 18th Avenue Northeast,Seattle,Washington,98115,250,Composition,2000,1214400,1203713,N/A,5 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
4661 Southeast Arden Street,Milwaukie,Oregon,97222,250,Composition,2188,473500,508125,N/A,,,,,,,
8100 Southwest Berryhill Court,Beaverton,Oregon,97008,250,Shake / Shingle,3534,662400,567363,N/A,6 / 12,1 - 3,20ft,4 - 8,20ft,9 - 20,6ft
9730 30th Drive Southeast,Everett,Washington,98208,250,Composition,1522,679400,684088,N/A,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
17007 Northeast 19th Avenue,Ridgefield,Washington,98642,250,Composition,2427,628500,560400,2,9 / 12,1 - 3,28ft,1 - 3,28ft,4 - 8,20ft
3838 Southeast 151st Avenue,Portland,Oregon,97236,250,Shake / Shingle,2442,474800,454238,N/A,6 / 12,1 - 3,28ft,1 - 3,28ft,4 - 8,20ft
2910 Southeast 16th Street,Gresham,Oregon,97080,250,Composition,1374,420000,431900,1,5 / 12,1 - 3,20ft,1 - 3,20ft,9 - 20,20ft
8115 Southeast Hartcliffe Court,Milwaukie,Oregon,97267,250,Composition,1428,479700,540350,N/A,5 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,6ft
1815 Martin Luther King Junior Way,Seattle,Washington,98122,250,N/A,1040,879700,785100,N/A,6 / 12,1 - 3,20ft,4 - 8,20ft,9 - 20,20ft
9520 126th Street East,Puyallup,Washington,98373,250,Composition,1164,461100,538738,N/A,5 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,6ft
4017 Northeast 67th Avenue,Portland,Oregon,97213,250,Composition,1793,561500,508713,2,6 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
5419 116th Place Southeast,Bellevue,Washington,98006,250,Composition,1610,1325000,1600013,1,5 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,6ft
10415 41st Avenue Southwest,Seattle,Washington,98146,250,N/A,1320,803100,1366763,N/A,8 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
3921 Boundary Trail Northwest,Bremerton,Washington,98312,250,Composition,1478,515000,488714,1,,,,,,,
3228 8th Avenue West,Seattle,Washington,98119,250,Composition,1320,1001500,1171375,N/A,5 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
8419 218th Street Southwest,Edmonds,Washington,98026,250,Composition,1304,775000,844788,1,,,,,,,
1806 29th Avenue South,Seattle,Washington,98144,250,Composition,1620,1115000,1111725,1,7 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
15828 Northeast Sacramento Street,Portland,Oregon,97230,250,Composition,1326,464400,420850,N/A,5 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,6ft
13200 Northeast 88th Circle,Vancouver,Washington,98682,250,Composition,1521,455600,465113,N/A,7 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
2604 Northeast 100th Street,Seattle,Washington,98125,250,N/A,940,710000,954994,N/A,5 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,6ft
12720 Southwest Percheron Lane,Beaverton,Oregon,97008,250,Composition,2008,664800,501763,2,6 / 12,1 - 3,28ft,1 - 3,28ft,4 - 8,20ft
4402 10th Avenue South,Seattle,Washington,98108,250,Composition,2500,983200,761625,N/A,9 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
8621 58th Street Northeast,Marysville,Washington,98270,250,Composition,1843,668100,683805,N/A,7 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,32ft
614 North 125th Street,Seattle,Washington,98133,250,Composition,1100,721600,703599,N/A,6 / 12,1 - 3,20ft,1 - 3,20ft,1 - 3,20ft
